Id,SalePrice
1461,125968.055
1462,157900.84
1463,190265.81
1464,192391.78
1465,185271.02
1466,171074.47
1467,170950.27
1468,171746.92
1469,175474.61
1470,128329.516
1471,198307.55
1472,96695.46
1473,105693.336
1474,155463.42
1475,136393.06
1476,381049.28
1477,267042.62
1478,298046.38
1479,251463.83
1480,477315.8
1481,317376.72
1482,206607.72
1483,180617.27
1484,168108.77
1485,173240.73
1486,194015.4
1487,352428.34
1488,234261.36
1489,217403.2
1490,213546.48
1491,184156.55
1492,85281.36
1493,183629.27
1494,283974.16
1495,286773.5
1496,234861.62
1497,183533.56
1498,160205.2
1499,158401.03
1500,153983.03
1501,178619.52
1502,159884.48
1503,300233.44
1504,236015.2
1505,227898.84
1506,183236.42
1507,242636.17
1508,207577.55
1509,163918.55
1510,149418.92
1511,142736.38
1512,170612.53
1513,135155.94
1514,165344.58
1515,178784.2
1516,161266.98
1517,155346.86
1518,128387.65
1519,226609.4
1520,138983.8
1521,145155.84
1522,166353.98
1523,110654.305
1524,120513.24
1525,128961.89
1526,116520.95
1527,103403.24
1528,138047.28
1529,147009.66
1530,176152.72
1531,106870.84
1532,97992.27
1533,142199.0
1534,112474.96
1535,162103.05
1536,115302.89
1537,71259.53
1538,185308.81
1539,206323.27
1540,92396.11
1541,141058.61
1542,139710.97
1543,223654.64
1544,72695.87
1545,109985.22
1546,132310.25
1547,143425.56
1548,137310.47
1549,124965.5
1550,150926.94
1551,103092.03
1552,129728.69
1553,155521.97
1554,113230.42
1555,171657.12
1556,81177.016
1557,93664.375
1558,87437.625
1559,83816.18
1560,149889.67
1561,150730.5
1562,126844.195
1563,121213.47
1564,155191.31
1565,151482.5
1566,225261.56
1567,69795.875
1568,238600.05
1569,142541.77
1570,129809.12
1571,123061.05
1572,149252.25
1573,253672.95
1574,108030.62
1575,213862.44
1576,237153.11
1577,204814.3
1578,146608.94
1579,147502.6
1580,189258.38
1581,150952.16
1582,126094.72
1583,330135.1
1584,234121.9
1585,139895.33
1586,68556.36
1587,95512.18
1588,162118.12
1589,93869.9
1590,130482.43
1591,98423.46
1592,114090.15
1593,126567.69
1594,150127.05
1595,112016.086
1596,238761.52
1597,186004.97
1598,204913.39
1599,187775.44
1600,184129.0
1601,68343.945
1602,108374.83
1603,85039.62
1604,279599.03
1605,241306.94
1606,168083.83
1607,150857.0
1608,217005.17
1609,195840.33
1610,167233.48
1611,139145.08
1612,159812.14
1613,161290.34
1614,118285.84
1615,88626.99
1616,72028.57
1617,86849.51
1618,129095.234
1619,142233.17
1620,148007.16
1621,138564.05
1622,142309.06
1623,291451.47
1624,219065.08
1625,120968.17
1626,169972.69
1627,187999.36
1628,276268.47
1629,177882.31
1630,363972.1
1631,220272.23
1632,247146.95
1633,170903.75
1634,187588.08
1635,176659.97
1636,159894.23
1637,182708.88
1638,194786.25
1639,176773.27
1640,257925.88
1641,177768.84
1642,228806.27
1643,222052.45
1644,233769.3
1645,189856.28
1646,160990.16
1647,162828.08
1648,133057.98
1649,140857.61
1650,115234.82
1651,117480.36
1652,95817.34
1653,100004.49
1654,149564.73
1655,157806.73
1656,147501.5
1657,150805.22
1658,145752.06
1659,143919.28
1660,154496.44
1661,447115.12
1662,403785.0
1663,367029.84
1664,455472.88
1665,318780.06
1666,327472.44
1667,366959.34
1668,331029.7
1669,304441.44
1670,340918.44
1671,263456.53
1672,487729.25
1673,298787.44
1674,255631.02
1675,188731.23
1676,195453.75
1677,223226.97
1678,467796.75
1679,395770.12
1680,322560.56
1681,272297.9
1682,295126.38
1683,178590.25
1684,165237.34
1685,173399.08
1686,169592.38
1687,168209.9
1688,181520.56
1689,186168.56
1690,187959.23
1691,178505.52
1692,268152.12
1693,169122.33
1694,187800.8
1695,166914.62
1696,265001.88
1697,173866.27
1698,358815.72
1699,344843.75
1700,253269.73
1701,254104.9
1702,252220.56
1703,242453.9
1704,284661.03
1705,233620.12
1706,446643.06
1707,230125.72
1708,226915.69
1709,283195.8
1710,223999.7
1711,253081.7
1712,240478.3
1713,257400.66
1714,228332.25
1715,214980.72
1716,188565.0
1717,166496.86
1718,126134.664
1719,198338.19
1720,254677.5
1721,166786.27
1722,119753.14
1723,155963.3
1724,209322.38
1725,238899.12
1726,189891.08
1727,161597.81
1728,178125.28
1729,169339.48
1730,165504.45
1731,120131.15
1732,131730.16
1733,117065.93
1734,118906.125
1735,132816.47
1736,119490.38
1737,341076.56
1738,221385.98
1739,274986.22
1740,214213.28
1741,185940.73
1742,174310.39
1743,173553.58
1744,299207.75
1745,239902.69
1746,234438.28
1747,217078.66
1748,223315.22
1749,156111.17
1750,123698.48
1751,233254.58
1752,116939.28
1753,131509.77
1754,200353.55
1755,171914.05
1756,130966.04
1757,122095.87
1758,149119.44
1759,163549.9
1760,162707.48
1761,143071.78
1762,170628.55
1763,171354.61
1764,116580.69
1765,154319.86
1766,168526.83
1767,207442.44
1768,146481.08
1769,178526.06
1770,150634.34
1771,127896.87
1772,138348.89
1773,136101.62
1774,122501.13
1775,137399.73
1776,122682.81
1777,121221.09
1778,141729.27
1779,115976.51
1780,172649.95
1781,133909.44
1782,95980.36
1783,138287.98
1784,110330.516
1785,122763.31
1786,138063.31
1787,173736.14
1788,51427.582
1789,102422.84
1790,81526.15
1791,182287.38
1792,154427.94
1793,127673.11
1794,146777.73
1795,140655.47
1796,130084.82
1797,128598.27
1798,124324.34
1799,114721.66
1800,135051.45
1801,132441.0
1802,138407.39
1803,137479.7
1804,145077.33
1805,132533.84
1806,114521.53
1807,134465.08
1808,121653.12
1809,124156.93
1810,152603.67
1811,98568.32
1812,100571.35
1813,122592.47
1814,98031.92
1815,51554.207
1816,102484.85
1817,126534.82
1818,150850.28
1819,116477.305
1820,69789.71
1821,102895.875
1822,147447.33
1823,41029.43
1824,139571.22
1825,136193.27
1826,99149.44
1827,107630.2
1828,143304.77
1829,104084.33
1830,137750.36
1831,143721.08
1832,80939.195
1833,132318.55
1834,119758.24
1835,137061.83
1836,116012.93
1837,95993.66
1838,124850.0
1839,84232.9
1840,176565.56
1841,158820.95
1842,73956.984
1843,129638.336
1844,143581.44
1845,141208.8
1846,151100.25
1847,156350.31
1848,51432.785
1849,115601.82
1850,118300.01
1851,158778.62
1852,123060.48
1853,133086.6
1854,167206.69
1855,143768.77
1856,222013.67
1857,153311.06
1858,138404.95
1859,117099.35
1860,153404.42
1861,117249.54
1862,284844.47
1863,272133.16
1864,272133.16
1865,315245.97
1866,331248.28
1867,237949.55
1868,298928.75
1869,202973.64
1870,233309.98
1871,257030.98
1872,165730.17
1873,236928.58
1874,137027.58
1875,198672.45
1876,193321.22
1877,211260.4
1878,190858.88
1879,137643.83
1880,136901.75
1881,233021.39
1882,244546.39
1883,197647.88
1884,211058.88
1885,255558.47
1886,311174.12
1887,200015.25
1888,261835.64
1889,155084.72
1890,134308.75
1891,136737.66
1892,101618.33
1893,127141.65
1894,125883.414
1895,137698.47
1896,124314.484
1897,109851.21
1898,101670.33
1899,156597.12
1900,149256.03
1901,181797.98
1902,140407.36
1903,217844.33
1904,146765.33
1905,192328.34
1906,177777.11
1907,202543.31
1908,115876.39
1909,135214.4
1910,124021.09
1911,208876.55
1912,290638.6
1913,138368.89
1914,74688.92
1915,343010.22
1916,61369.434
1917,260976.77
1918,136760.78
1919,165270.78
1920,130151.63
1921,419854.75
1922,327929.03
1923,217356.38
1924,225577.33
1925,203293.17
1926,362662.06
1927,135985.38
1928,150815.83
1929,128929.9
1930,136930.7
1931,140207.16
1932,133281.89
1933,186381.48
1934,181937.47
1935,179351.58
1936,190104.1
1937,184137.64
1938,172046.66
1939,243226.45
1940,187247.73
1941,171259.67
1942,190562.3
1943,196479.03
1944,336390.44
1945,390932.0
1946,148176.86
1947,325965.34
1948,154114.23
1949,243178.0
1950,184888.73
1951,272241.56
1952,228013.36
1953,165361.69
1954,182964.5
1955,127289.414
1956,282021.0
1957,154691.55
1958,316791.34
1959,134273.75
1960,118457.13
1961,119638.88
1962,97292.18
1963,103651.76
1964,117337.59
1965,146304.1
1966,152333.17
1967,300705.0
1968,448374.16
1969,394739.12
1970,474212.2
1971,442092.5
1972,373902.9
1973,276000.16
1974,315324.47
1975,506528.56
1976,272351.34
1977,360559.12
1978,382357.66
1979,312986.38
1980,200673.38
1981,339617.6
1982,239646.75
1983,215193.39
1984,161372.08
1985,214014.77
1986,193060.88
1987,179856.53
1988,178713.58
1989,190396.78
1990,211781.28
1991,256211.17
1992,216287.08
1993,164464.5
1994,225844.05
1995,177602.97
1996,230908.92
1997,322346.5
1998,323031.75
1999,265849.62
2000,310491.94
2001,266279.12
2002,239478.06
2003,244742.55
2004,264086.12
2005,223284.45
2006,237329.94
2007,247644.61
2008,213921.06
2009,198775.27
2010,183641.5
2011,128634.77
2012,174991.72
2013,183696.6
2014,183002.97
2015,199410.28
2016,198473.52
2017,199801.02
2018,120177.26
2019,134749.33
2020,107691.62
2021,113201.48
2022,179871.52
2023,142901.25
2024,244158.56
2025,377694.72
2026,177717.55
2027,148192.3
2028,149222.31
2029,176482.84
2030,268963.97
2031,245650.62
2032,277636.7
2033,259952.86
2034,163338.97
2035,213356.62
2036,178068.72
2037,187321.92
2038,309575.53
2039,218104.14
2040,344368.38
2041,276095.6
2042,195103.64
2043,175988.16
2044,160640.64
2045,226496.22
2046,129324.1
2047,151419.11
2048,138614.02
2049,132835.67
2050,175324.38
2051,109660.83
2052,133922.86
2053,147760.14
2054,86685.914
2055,160280.44
2056,135922.39
2057,118614.07
2058,238846.86
2059,128132.6
2060,175346.8
2061,180784.72
2062,134090.9
2063,111042.26
2064,143027.86
2065,127223.34
2066,170784.61
2067,120943.93
2068,124818.9
2069,85494.055
2070,113102.02
2071,95728.945
2072,125127.65
2073,134370.86
2074,185024.58
2075,144410.03
2076,127622.875
2077,157924.47
2078,128398.63
2079,134059.44
2080,116246.69
2081,123098.79
2082,139294.9
2083,139860.72
2084,110992.45
2085,125827.3
2086,126825.81
2087,117660.695
2088,91440.0
2089,72262.92
2090,133788.75
2091,128010.46
2092,119752.54
2093,135187.2
2094,122840.3
2095,157942.7
2096,79263.125
2097,98380.164
2098,142375.19
2099,56958.26
2100,90441.77
2101,125474.86
2102,122267.82
2103,107606.93
2104,123257.3
2105,132725.78
2106,64887.14
2107,225479.98
2108,117115.63
2109,116161.86
2110,131159.6
2111,144399.42
2112,139402.53
2113,114126.59
2114,101865.1
2115,153494.31
2116,113935.97
2117,144774.11
2118,121733.4
2119,101633.26
2120,107655.61
2121,87123.48
2122,115034.34
2123,90986.58
2124,174201.14
2125,111949.6
2126,162196.28
2127,153106.12
2128,125473.836
2129,100597.81
2130,150306.16
2131,153978.19
2132,110416.62
2133,120429.44
2134,118315.914
2135,96832.03
2136,77099.76
2137,123989.04
2138,133187.8
2139,155500.0
2140,141212.38
2141,138611.9
2142,129598.164
2143,147899.47
2144,107130.48
2145,137454.12
2146,169744.03
2147,138573.27
2148,131715.81
2149,140868.5
2150,236196.11
2151,124007.13
2152,166675.7
2153,167455.47
2154,111717.305
2155,138452.69
2156,247911.86
2157,224579.77
2158,236176.61
2159,207385.03
2160,163797.72
2161,244228.52
2162,456203.47
2163,341251.22
2164,244482.83
2165,193609.58
2166,147609.8
2167,213132.67
2168,208474.12
2169,194379.17
2170,221515.44
2171,145186.11
2172,136731.25
2173,153521.27
2174,229315.92
2175,310515.94
2176,332711.16
2177,245695.66
2178,211289.31
2179,141696.45
2180,207702.66
2181,186654.88
2182,223753.98
2183,195880.42
2184,125894.68
2185,103142.984
2186,140152.25
2187,157947.33
2188,158566.67
2189,217307.92
2190,79965.234
2191,82472.35
2192,97123.195
2193,104744.195
2194,107825.77
2195,109616.61
2196,106179.1
2197,114393.3
2198,157086.89
2199,184705.06
2200,139679.88
2201,134005.38
2202,215841.98
2203,155607.53
2204,198152.3
2205,109743.63
2206,148351.75
2207,212637.38
2208,249335.4
2209,203161.56
2210,123606.336
2211,115491.51
2212,114406.62
2213,111273.88
2214,126782.21
2215,105350.75
2216,142320.45
2217,75173.84
2218,81165.26
2219,66892.32
2220,82898.62
2221,348245.3
2222,237812.17
2223,270100.78
2224,205921.8
2225,121955.164
2226,171980.6
2227,190082.95
2228,270180.62
2229,251710.84
2230,167302.44
2231,205535.39
2232,175859.44
2233,175005.83
2234,250835.81
2235,213688.66
2236,264507.1
2237,336977.78
2238,205099.27
2239,117259.47
2240,157803.62
2241,167444.25
2242,127421.52
2243,122303.414
2244,102434.555
2245,95877.125
2246,153500.84
2247,108325.59
2248,128585.05
2249,128243.04
2250,137269.73
2251,120092.125
2252,168484.75
2253,155726.6
2254,177092.05
2255,195862.38
2256,183793.88
2257,194614.19
2258,172268.7
2259,176361.61
2260,157714.45
2261,182751.27
2262,201584.9
2263,350410.94
2264,416953.25
2265,175281.36
2266,304116.6
2267,346210.47
2268,400789.2
2269,151210.69
2270,181380.61
2271,234740.56
2272,196169.56
2273,167670.92
2274,179299.28
2275,162779.44
2276,197934.16
2277,190298.5
2278,147716.97
2279,128069.79
2280,120253.28
2281,178530.05
2282,186436.14
2283,98340.95
2284,115072.08
2285,149443.42
2286,127573.75
2287,347071.62
2288,274613.6
2289,397537.62
2290,455369.25
2291,324982.25
2292,435067.06
2293,480727.0
2294,423808.75
2295,444952.94
2296,267482.6
2297,317443.44
2298,308335.7
2299,391751.34
2300,336195.12
2301,275154.12
2302,237166.81
2303,243827.28
2304,237771.23
2305,182063.66
2306,179811.52
2307,189398.77
2308,212277.61
2309,287260.25
2310,224433.16
2311,186788.66
2312,173985.17
2313,175495.12
2314,164978.61
2315,170602.33
2316,185534.36
2317,185609.73
2318,177244.2
2319,176389.28
2320,183733.86
2321,245596.69
2322,165236.8
2323,182857.6
2324,164734.83
2325,208321.12
2326,165981.19
2327,214151.1
2328,229418.5
2329,185987.97
2330,173338.4
2331,372447.28
2332,419955.2
2333,320712.53
2334,262475.47
2335,261749.78
2336,338374.16
2337,217322.6
2338,291453.25
2339,199066.66
2340,384486.3
2341,216647.9
2342,237437.8
2343,226558.9
2344,230743.95
2345,229343.03
2346,218632.81
2347,212250.64
2348,240368.23
2349,170662.4
2350,291638.84
2351,258498.53
2352,252345.75
2353,237229.86
2354,128913.6
2355,148171.66
2356,150457.66
2357,197317.84
2358,194276.83
2359,124072.96
2360,121698.12
2361,137768.31
2362,284994.25
2363,139165.61
2364,160259.75
2365,240155.62
2366,178267.03
2367,216428.94
2368,216412.39
2369,209245.4
2370,180312.34
2371,171705.0
2372,194324.95
2373,277314.0
2374,304794.8
2375,260062.45
2376,286448.75
2377,343079.28
2378,142200.73
2379,193488.81
2380,141564.53
2381,155827.56
2382,198796.28
2383,208978.5
2384,250700.31
2385,161632.38
2386,135671.73
2387,141593.2
2388,98794.04
2389,124103.72
2390,147285.23
2391,141515.9
2392,116437.04
2393,169155.08
2394,141704.06
2395,206499.89
2396,144749.62
2397,211471.73
2398,129647.96
2399,46201.957
2400,49052.902
2401,114812.305
2402,140828.53
2403,127755.27
2404,147667.89
2405,167512.44
2406,138389.56
2407,129889.78
2408,141029.75
2409,128250.766
2410,163917.81
2411,118625.85
2412,162609.61
2413,134434.12
2414,144513.67
2415,125352.63
2416,131783.95
2417,131113.83
2418,129915.8
2419,122517.914
2420,124612.055
2421,151407.83
2422,119878.82
2423,130405.875
2424,150348.83
2425,185162.98
2426,123496.836
2427,149484.94
2428,169792.6
2429,116896.0
2430,133484.6
2431,107951.92
2432,142070.19
2433,146297.45
2434,136680.67
2435,145405.28
2436,109923.09
2437,110641.82
2438,122633.2
2439,113280.625
2440,120337.77
2441,94761.01
2442,93954.49
2443,122644.5
2444,130995.21
2445,78146.64
2446,124808.336
2447,207067.69
2448,134414.12
2449,107030.48
2450,141521.88
2451,124051.49
2452,203344.75
2453,91412.87
2454,130102.47
2455,108428.37
2456,140353.25
2457,126902.83
2458,116217.98
2459,110135.51
2460,137546.66
2461,122282.305
2462,137162.7
2463,125569.47
2464,160763.25
2465,133047.62
2466,116833.88
2467,142460.75
2468,71977.09
2469,73905.22
2470,178846.5
2471,207254.83
2472,165296.92
2473,115558.55
2474,95708.5
2475,217372.53
2476,112164.78
2477,130643.766
2478,154775.17
2479,97886.47
2480,147501.83
2481,123738.08
2482,134883.97
2483,115570.33
2484,126948.99
2485,127799.63
2486,151662.45
2487,170966.86
2488,157951.06
2489,139375.62
2490,158050.61
2491,87832.97
2492,179072.84
2493,142751.53
2494,153863.39
2495,87811.9
2496,241083.19
2497,151633.98
2498,108773.81
2499,90839.66
2500,126016.016
2501,133349.17
2502,150009.39
2503,83499.58
2504,180648.36
2505,226216.33
2506,260378.3
2507,290304.8
2508,258904.17
2509,214245.7
2510,217750.53
2511,176794.03
2512,218747.66
2513,215706.42
2514,250734.84
