Id,SalePrice
1461,120932.3391681552
1462,161971.79180262523
1463,190950.45148400427
1464,193473.90288838043
1465,182446.44878677424
1466,171203.76710706623
1467,176697.1515318622
1468,164855.5471239853
1469,183859.20125943483
1470,130219.91124493955
1471,192297.28785319216
1472,93032.60193080259
1473,95276.52999565877
1474,153816.77162849912
1475,123871.45058756266
1476,394812.8648384578
1477,261539.96550464956
1478,290014.0513123068
1479,279633.17948714684
1480,453222.6346323084
1481,319389.7386906271
1482,214430.32556203846
1483,169183.51577343207
1484,169923.86419144165
1485,181307.16803948916
1486,192189.40859212456
1487,356460.60720553633
1488,232072.01355136978
1489,212237.50956202223
1490,231734.9631376812
1491,194970.27386820153
1492,92732.60646876616
1493,181984.3929595177
1494,300945.28395919217
1495,294750.35606126033
1496,242904.95004896843
1497,184345.76676329505
1498,160682.8014606038
1499,158009.95603620296
1500,156401.31974454035
1501,175751.33088935385
1502,158735.72265414833
1503,299335.3544927845
1504,242502.22692773637
1505,224055.45521700443
1506,185824.2987134501
1507,231540.55425737935
1508,200133.73757497786
1509,163134.40081868373
1510,147413.031576537
1511,144033.7532264292
1512,169806.5179305529
1513,124465.26343573406
1514,155806.34706044244
1515,193706.23413122995
1516,141567.16350772494
1517,168500.34464091237
1518,132230.18236581364
1519,218614.28006484808
1520,136337.26780234242
1521,139645.22711196938
1522,167889.67047699183
1523,113923.16720186468
1524,120124.91610515358
1525,120506.26470112814
1526,112040.76536731736
1527,109820.25927949247
1528,131838.3376199692
1529,144230.6781287811
1530,172363.67605621944
1531,104677.81032187959
1532,96937.19175898776
1533,146131.87101135356
1534,119795.47025148536
1535,150797.1894185015
1536,104031.20361092164
1537,74244.71784688848
1538,151238.6063866816
1539,190501.0301765033
1540,97708.56117962241
1541,133355.68968113544
1542,136158.89311664295
1543,207172.30000681838
1544,83559.51071819624
1545,96900.7502331449
1546,129223.06816243235
1547,133620.5215624982
1548,132385.5405639778
1549,112905.67144706601
1550,134734.3664759975
1551,109509.2373043277
1552,142832.82653514948
1553,151854.59356754232
1554,113201.084971695
1555,173052.3851894382
1556,91105.3555864553
1557,105912.45898953549
1558,99076.63952410285
1559,97152.00978009494
1560,137381.22426773474
1561,130582.55707725635
1562,128636.8418989141
1563,118706.50360365148
1564,163987.20723664033
1565,147284.45334830545
